LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
a2,或、或是、還是,1,a2-si7,
a,阿,1,,
a-tsoo2,曾祖父（母）,1,lai7-tsoo2,
a-tsoo2,曾祖父（母）,1,gua7-tsoo2,
a-kong,爺爺、內祖父,2,lai7-kong,
a-kong,公公、外祖父,2,gua7-kong,
a-ma2,奶奶、內祖母,2,lai7-ma2,
a-ma3,婆婆、外祖母,2,gua7-ma2,
a-koo,姑姑、姑母,3,,
koo-tiunn7,姑父,3,,
a-ku7,舅舅、舅父,3,,
a-kim7,舅母,3,,
a-i5,姨母,3,,
i5-tiunn7,姨父,4,,
a-peh,伯伯、伯父,4,,
a-m2,伯母,4,,
a-tsik,叔叔、叔父,4,,
a-tsim2,嬸嬸、叔母,4,,
a-hiann,哥哥,5,,
a-so2,嫂嫂,5,,
a-tsiu,亞洲,5,,
a-phian3,鴉片,5,,
ann7,餡,5,,
ann3 loh8-khi3,彎腰、俯下去,5,,
ah,鴨,6,ah-a2,
ah-bu2,母鴨,6,ah-bo2,
ah-kang,公鴨,6,,
ah-nng7,鴨蛋,6,,
ah-ban,鴨肉,6,,
ai3,要、愛、喜歡,6,,
tsin-ai3,很喜歡,6,,
tsin-bo5-ai3,很不喜歡,6,,
khah-ai3,比較喜歡、寧願,7,,
khah bo5-ai3,比較不喜歡,7,,
long2-ai3,都喜歡,7,,
long2 bo5-ai3,都不喜歡,7,,
bo5 sim2-mih ai3 ,不怎麼喜歡,7,,
kek8-ai3,最喜歡,7,,
put-tsi2-ai3,很喜歡,8,,
hui-siong5 ai3,非常喜歡,8,,
siong7-ai3,最喜歡,8,,
te7 it ai3,最喜歡,8,,
ai3,有‧‧‧之癖的,8,,
ai3-boo7,愛慕,8,,
ai3-khun3,愛睡的,9,,
ai3-jin5,愛人、意中人,9,,
ai3-tsing5,愛情,9,,
ai3-kok-sim,愛國心,9,,
ai-kiu5,哀求、懇求,9,,
ai-king,哀矜,10,,
ai-kip8,埃及,10,,
ai3-mai7,曖昧,10,,
ainn7,背,10,,
ak-hue,澆水（花）,10,,
ak-hoo7,淋雨,11,,
ak-tioh8-hoo7,淋著雨,11,,
ak-tsui2,澆水,11,,
ak-tshiu2,握手,11,,
am3-si5,晚上,12,,
am3,暗,12,,
ing-am3,今天晚上,12,,
tsang-am3,昨天晚上,12,,
bueh-am3-a2,黃昏,12,bueh-am3-a2-si5,
am3-kho3,晚課,12,,
liam7 am3-kho3,念晚課,12,,
am2,泔,12,kho2,
am2-mue5,稀飯,12,,
am3-ki3,暗記、背念,12,,
am3-siong7,背誦,13,,
am3-ho7,暗號,13,,
am3-sik,暗室,13,,
am3-sat,暗殺,13,,
am3-si7,暗示,13,,
am5-khang,暗渠、暗溝,14,,
an2-tsuann2,怎麼,14,tsai2-iunn7,na2
an2-ni,這樣、如此,14,,
an5,緊,14,,
an-tsuan5,安全,14,,
an-tsuan5 te7-it,安全第一,14,,
an-sim,放心,14,,
an-lok8,安樂,15,,
an-un2,安穩,15,,
an-ui3,安慰,15,,
an3-sng3,打算,15,,
an3-kiann7,案件,16,,
ang5,紅,16,,
ang5-sik,紅色,16,,
ang5-te5,紅茶,16,,
ang5-inn-a2,嬰孩,16,ang5-enn-a2,
senn ang5-enn-a2,生嬰孩,16,sinn ang5-inn-a2,
ang-a2,玩偶、洋娃娃、卡通,16,,
ang-a2 too5,卡通、圖畫,16,,
ang,丈夫,17,,
ang-boo2,夫妻,17,,
ang5-phue5-tshai3,茄子,17,kio5,
ang5-moo5-thoo5,水泥,17,ang5-mng5-thoo5,tsui2-ni5
ap8,盒,17,,
ap-pik,壓迫,17,,
at,折,18,,
au7,後,18,,
au7-piah,後面,18,,
au7-bin7,後面,18,,
au7-pai2,下次、往後,18,,
au7-lai5,後來,18,,
au7--jit8,後天,18,,
au7-jit8,後來、以後,18,,
au7,後、下,18,,
au7-ku3,下句,19,,
au7 le2-pai3,下個禮拜（星期）,19,,
au7-tsu2-jit8,下個主日,19,,
au7-koo2-gueh8,下個月,19,,
au7-gueh8-jit8,下個月,19,,
au7 le2-pai3 goo7,下個禮拜五,19,,
au7-ni5,將來,19,,
au7--ni5,後年,19,,
au-a2,甌、杯子,19,,
au-tsiu,歐洲,19,,
au3,腐,19,,
au2,折,20,,
au7-bu2,後母、繼母,20,au7-bo2,
ba7,碼,20,,
ba5,麻痹,20,,
ba5-ioh8,麻醉藥,20,,
ba7,緊、密合的、密閉的,20,bat8,
bah,肉,21,,
ti-bah,猪肉,21,,
gu5-bah,牛肉,21,,
iunn5-bah,羊肉,21,,
ke-bah,鷄肉,21,,
ah-bah,鴨肉,21,,
tsiann-bah,瘦肉,21,san2-bah,
pui5-bah,肥肉,21,,
bah-thng,肉湯,21,,
bah-suh,公共汽車、巴士,22,,
bai2,醜,22,,
bai7,看,22,,
tshi3 khuann3-bai7,試試看,22,,
tsiah8 khuann3 bai7,吃吃看,22,,
khi3 khuann3 bai7,去看看,22,,
tso3 khuann3-bai7,做做看,22,,
phinn7 khuann3 bai7,聞聞看,22,,
bak8-tsiap,眼淚,22,,
bak8-sai2,眼淚,22,,
bak8-tsiu,眼睛,22,,
tsit8 bak8 nih-a2,一瞬間,22,,
bak8-iu5,目油（眼淚）,23,,
bak8-bai5,眉毛,23,,
bak8-tsiu-moo,睫毛,23,,
bak8-tsiu-jin5,眼珠,23,,
bak8-tsiu-phue5,眼瞼,23,,
bak8-ioh8,眼藥,23,,
bak8-sai2-ko,眼脂,23,,
bak8-kiann3,眼鏡,23,,
kua3 bak8-kiann3,戴眼睛,23,,
bak8-tshiunn7-sai-hu7,木匠,23,,
bak8-tsui2,墨水,23,,
bak tsui2,玩水,24,,
bak8-kiah8,木屐,24,,
ban7,慢、緩,24,,
ban7,萬,24,,
tsit8 pah ban7,一百萬,24,,
ban7-it,萬一,24,,
ban7-lian5 pit,自來水筆、萬年筆、鋼筆,24,,
ban2,採、摘,25,,
ban2 te5,採茶葉,25,,
ban2 ong5-lai5,摘鳳梨,25,,
ban2 hue,採花,25,,
ban2 tshai3,摘菜,25,,
ban5,慢,25,,
bang7,夢,25,,
bang7-kinn3,夢見,25,,
bang2 ,蚊子,26,bang2-a2,
bang2-ta3,蚊帳,26,,
bang7-a2,網,26,,
bang7-a2-mng5,網屏,26,,
bang7-kiu5,網球,26,,
bang7,希望,26,,
u7 bang7,有希望,26,,
bo5 bang7,沒有希望、絕望,26,,
bat,曾經,27,,
m7-bat,未曾,27,,
bat8-sat,臭蟲,27,,
bat,認識,27,,
bat8,密,27,,
bauh8,包辦、承辦,27,pau-pan7,
be7 hiau2,不會,28,,
be2,馬,28,,
khia5 be2,騎馬,28,,
be2,買,28,,
be7,賣,28,,
be2-be7,買賣,28,,
be7,不,28,,
be7 ing7--tit,不行、不能用的,28,,
be7-ki3-tit,忘記,28,,
be7 sin3--tit,不能信的,28,,
be7 jin7--tit,不認得,29,,
be7-tang3,不能,29,,
be5-sin3,迷信,29,,
be2-tso5,粖槽,29,,
be2-tiau5,馬廄,29,,
be7-tiau5,不牢,29,,
ki3 be7-tiau5,記不牢,29,,
kho2 be7-tiau5,考不上,30,,
liam5 be7-tiau5,黏不牢,30,,
khia7 be7-tiau5,站不住,30,,
pak8 be7-tiau5,縛不牢、綁不住,30,,
khun3 be7-tiau5,睡不着,30,,
tsiah8 be7-tiau5,吃不牢,31,,
be5,迷、誘惑、奪魂,31,,
beh8-a2,麥,31,,
beh8-a2-tsiu2,啤酒、麥酒,31,,
huan-beh8,玉米、玉蜀黍,31,,
beh,要,32,bueh,
beh8-a2,襪子,32,bueh8-a2,
tsit8 siang bueh8-a2,一雙襪子,32,,
bik8-ling2-siann5,白冷城,32,,
bik8-siong2,默想、沉思,32,,
bik8-si7,默示,32,,
bik8-si7 lok8,默示錄,32,,
bing5-pik8,明白,33,,
bing5-bing5,明瞭地,33,,
bing5-sin3 phian3,明信片,33,,
bing7,命,33,,
kai3-bing7,誡命,33,,
bing7-ling7,命令,34,,
bing2,猛,34,,
bing2-siu3,猛獸,34,,
bi2-kok,美國,34,,
bi2-kok lang5,美國人,34,,
bi2-sut8,美術,34,,
bi2-sut8-ka,美術家,34,,
bi2-iong5-inn7,美容院,34,,
bi7,謎、猜,35,,
bi2,米,35,,
tsut8-bi2,糯米,35,,
tsai7-lai5 bi2,在來米,35,pun2-to2 bi2,
hong7-lai5-bi2,蓬萊米,35,,
bi2-le7,美麗,35,,
bi2-jin5,美人,35,,
bi2-mua2,美滿,35,bi2-buan2,
bian2,不必、不要,36,m7 bian2,
bian2 khi3,不必去,36,m7 bian2 khi3,
m7 bian2 kiann,不要害怕,36,,
bian2-le7,勉勵,36,,
bian2-tsit,免職,36,,
bian7-tsu2,面子、面目,36,bian7-bok8,
the2-bian7,體面,36,the2-bin7,
sit the2-bian7,失體面,36,,
bo5 the2-bian7,失去面子,37,,
u7 the2-bian7,有體面,37,,
koo3 the2-bian7,顧體面,37,,
biat8,滅,37,,
biat8-bong5,滅亡,37,,
bih,隱匿、躲,37,,
bih sio tshue7,捉迷藏,38,,
bin7,面,38,,
gua7-bin7,外面,38,,
lai7-bin7,內面,38,,
ting2-bin7,上面,38,,
e7-bin7,下面,38,,
bin7-sik,面色,38,,
bin5-na2-tsai3,明天,38,,
bin5-na2-jit8,明天,39,,
bin5-na2 tsai2-khi2,明天早上,39,,
bin5-na2 tiong-tau3,明天中午,39,,
bin5-na2 e7-tau3,明天下午,39,,
bin5-na2 e7-poo,明天下午,39,,
bin5-na2 am3,明天晚上,39,,
bin5-tshng5,床,39,,
bin5-bang7,夢、作夢,39,,
bin2,刷,39,,
bin2-a2,刷子,40,,
khi2-bin2,牙刷,40,khi2-bin2-a2,
bin5-bin5,矇矓,40,,
bin7-kin,面巾（布）、毛巾,40,bin7-poo3,
bin7-thang2,面盆,40,,
bin7-tsu2,面子,40,bian7-tsu2,
bin5-bong7,民望,40,,
bin5-i3,民意,40,,
bin5-suan2,民選,41,,
bin5-tsu2 tik,民主的,41,,
bin5-tsu2 kok,民主國,41,,
bin5-tsu2 tong2,民主黨,41,,
bin5-tsu2 tsu2-gi7,民主主義,41,,
bin5-tsiong3,民眾,41,,
bin5-tsok8,民族,41,,
bin5-na2-tsai3 e5 tsim2-ma2,明天此時,41,,
bio7,廟,41,,
bio2,秒,41,,
bio5,描,41,,
bit8,蜜,42,,
bit8-phang,蜜蜂,42,,
bit8-guat8,蜜月,42,,
bit8-guat8 li2-hing5,蜜月（新婚）旅行,42,,
bit8-hue7,密會,42,,
bit8-ko3,密告,42,,
bit8-tam5,密談,43,,
bit8-gi7,密議,43,,
bo5,無、沒有,43,,
bo5 sim2-mih,沒有什麼⋯⋯,43,,
bo5-tshai2,可惜,43,,
bo5--khi3,掉了,43,,
bo5--khi3-a3,死了,43,,
bo5 thau5-nau2,沒有腦袋、沒有頭腦（蠢）,43,,
bo5-tui3,不對,43,,
bo5 le2-mau7,沒有禮貌,44,,
bo7-a2,帽子,44,,
ti3 bo7-a2,戴帽子,44,,
liu3 bo7-a2,脫帽子,44,,
bo5 lun7,無論,44,,
bo5-lun7 sim2-mih,無論甚麼,44,,
bo5-lun7 sim2-mih lang5,無論甚麼人,44,,
bo5-lun7 toh-ui7,無論甚麼地方,44,,
bo5-lun7 sim2-mih soo2-tsai7,無論甚麼地方,44,,
bo5 tshai2-kang,徒勞,44,,
bo2-tshin,母親,44,bu2-tshin,
bo5 loo7 ing7,沒有用處,45,,
bo5 su-iann5,不分勝負,45,,
bo5 iau3-kin2,不要緊,45,,
bo5 kuan-he7,沒有關係,45,,
bo5 li2 e5 kuan-he7,沒有你的關係,45,,
bo5 li2 e5 tai7-tsi3,這不是你的事,45,,
bo5 tsu2-i3,不注意的,45,bo5 se3-ji7,
bo5 tiunn-ti5,不是故意的,45,,
bo5 ian5-koo3,沒有緣故（理由）,46,bo5 li2-iu5,
boo2,妻,46,,
boo2-boo2,某某,46,,
tsa-boo2,女性,46,,
tsa-boo2--e5,女的,46,,
tsa-boo2 gin2-na2,女孩子,46,,
tsa-boo2 kiann2,女兒,46,,
boo7-ik8,貿易,46,,
boo7 ik8 siong,貿易商,47,,
boo7-tsip8,募集,47,,
boo7-kuan,募捐,47,,
boo5-huan7,模範,47,,
buah,抹,47,,
buah iu5,抹油,48,,
buah ioh8-a2,抹藥,48,,
buah bak8 ioh8,抹目藥,48,,
buah piah,抹壁,48,,
buah-hun2,抹粉,48,,
bue7,還沒、尚未,48,iau2-bue7,
bue2,尾,48,,
tsit8 bue2 tsua5,一條（尾）蛇,48,,
"u7 thau5, bo5 bue2",有頭無尾,48,,
"hoo2 thau5, niau2-tshi2 bue2",虎頭鼠尾,48,,
bo5 thau5 bo5 bue2,沒有頭緒,48,,
thau5 tsit8 e5,頭一個,49,thau5--a hit e5,
tsue3 au7 hit e5,最後那個,49,siong7 loo7 bue2 hit e5,bue2--a hit e5
thau5 tsit8 jit8,頭一天,49,thau5--a hit jit8,
bue2 jit8,最後一天,49,loo7-bue2 jit8,bue2--a hit jit8
thau5--a hit nng7 e5,頭兩個,50,,
bue2--a hit nng7 e5,最後兩個,50,tsue3-au7 hit nng7 e5,
thau5 tsit8 ku3,頭一句,50,thau5--a hit ku3,
bue2--a hit ku3,最後那句,50,tsue3-au7 hit ku3,
thau5--a hit goo7 phinn,頭那五頁,50,,
bue2--a hit goo7 phinn,最後五頁,50,tsue3-au7 hit goo7 phinn,
thau5--a hit nng7 pai2,頭兩次,50,,
bue2--a hit nng7 pai2,最後兩次,50,tsue3-au7 hit nng7 pai2,
thau5--a hit sann ku3,頭三句,50,,
bue2--a hit sann ku3,最後三句,50,tsue3-au7 hit sann ku3,
gueh8 thau5 hit nng7 jit8,月初那兩天,50,,
gueh8 bue2 hit nng7 jit8,月末那兩天,50,,
ni5 thau5 hit nng7 sann jit8,年頭那兩三天,51,,
ni5 bue2 hit nng7 sann jit8,年末那兩三天,51,,
tsit8 ni5 e5 thau5 tsit8 jit8,一年的頭一天,51,,
tsit8 ni5 e5 tsue3 au7 hit jit8,一年的最後那天,51,kue3-ni5-jit8,
loo7-bue2,最後、終於,51,,
suah bue2-a2 kiann2,最小的兒子,51,,
bue5-a2,梅子,51,,
bue5-a2 te5,梅子茶,51,,
bueh,要、將要,52,,
bueh,,52,,
bueh am3-a2,黃昏,53,,
bueh ho2--a3,快好,53,,
teh bueh,將要,53,,
bueh8-a2,襪子,53,,
bok8-tiunn5,牧場,53,,
bok8-tsai5,木材,53,tsai5-bok8,
bok8-tong5,牧童,53,,
bok8-su,牧師,54,,
bok8-tik8,目的,54,,
bok8-tik8-te7,目的地,54,,
bong,摸,54,,
bong7,墓,54,,
bong5,霧,55,,
ta3 bong5,霧深的,55,,
bong5-bong5,矇矇渺渺,55,bong5-bong5 biau2-biau2,
bong5-tng5,盲腸,55,,
bong5-tng5-iam7,盲腸炎,55,,
bu2,母、雌,55,bo2,
bu2-hau7,母校,55,,
bu5-hua-ko2,無花果,55,,
bu5-soo2-put-ling5,無所不能,55,,
bu5-soo2-put-tsai7,無所不在,56,,
bu2-tshin,母親、媽媽,56,a-bu2,lau7-bu2
bu2-khi3,武器,56,,
bu2-jiok8,侮辱,56,,
bu2-lik8,武力,56,,
bu2-khi3,武器,56,,
bu2-tsong,武裝,56,,
bu2-tsong kai2-ti5,解除武裝,56,,
bu2-ge7,武藝,56,,
bu2-tai5,舞臺,57,,
bu7,視力弱的,57,,
bun7-te5,問題,57,,
bun7-tap,問答,57,,
bun5-hak8,文學,57,,
bun5-kho,文科,57,,
bun5-hua3,文化,57,,
bun5-si,文書,58,,
kong-bun5-si,公文書,58,,
bun5-bing5,文明,58,,
bun5-huat,文法,58,,
bun5-tsiunn,文章,58,,
but8-li2,物理,58,,
but8-tsit,物質,58,,
but8-tsit tsu2-gi7,物質主義,58,,
but8-ke3,物價,58,,
but8-sik,物色,59,,
but8-tsu,物資,59,,
tsa,,59,,
tsa-boo2 lang5,女人,59,,
tsa poo lang5,男人,59,,
tsa-poo kiann2,男兒子,59,,
tsa boo2 kiann2,女兒子,59,,
tsa-poo gin2-na2,男孩子,60,,
tsa-boo2 gin2-na2,女孩子,60,,
tsa-poo--e5,男的,60,,
tsa-boo2--e5,女的,60,,
tsa2,早,60,,
tsa2-kho3,早課,60,,
gau5-tsa2,早安,60,,
tsa2-ban7,遲早、總有一天,60,,
tsa2-si2,早死,60,,
tsa3-khi,詐欺,60,,
tsa3-tuann5,炸彈,60,,
tsa3,炸,61,pok8-kik8,
tsa-hng,昨天,61,,
tsa-jit8,昨天,61,,
tsa-hng e5 tiong-tau3,昨天中午,61,,
tsa2-tsing5,早前、從前,61,,
tsah8,遮,61,,
tsah,帶、攜,61,,
tsai2-khi2,今天早上,62,tsa2-khi2,
tsai2-khi2-si5,早晨、早上、上午,62,,
tsai-iann2,知道,62,,
tsai3,載,62,,
tsai3 sann tsai3 si3,再三再四,62,,
tsai7,在,62,,
tsai5-but8,財物,62,,
tsai5-ling5,才能,63,,
tsai7-lai5,向來,63,,
tsai7-lai5-bi2,在來米,63,,
tsai7-hiong kun-jin5,在鄉軍人,63,,
tsai5-guan5,財源,63,,
tsai5-san2,財產,63,,
tsai5-san2-ka,富翁,63,,
tsai5-liau7,材料,64,,
tsai-lan7,災難,64,,
tsainn2-iunn7,怎樣,64,an3-tsuann2,na2
tsam7,砍斷,64,,
tsam3,踐踏、踩,65,,
tsan3,層,65,,
sann tsan3 lau5,三層樓,65,,
te7 sann tsan3,第三層、三樓,65,te7 sann tsan3-lau5,
tsan3-sing5,贊成,65,,
tsan2,漂亮、好,65,,
tsan3-bi2,讚美,65,,
tsan3-bi2 thian-tsu2,讚美天主,65,,
tsan3-tsoo7,贊助,66,,
tsan5-jim2,殘忍,66,,
tsang tsai2-khi2,昨天早上,66,,
tsang e7-tau3,昨天下午,66,,
tsang e7-poo,昨天下午,66,,
tsang am3,昨天晚上,66,,
tsang5,棵,66,,
tsap8-tsi3,雜誌,66,,
tsap7-hun,十分,67,,
tsap8-hun khiau2,十分聰明,67,,
tsap8-tshap,干涉、多事,67,,
tsap8-liam7,雜念,67,,
tsap8-bu7,雜務,67,,
tsap8-hui3,雜費,67,,
tsap8-hue3,雜貨,67,,
tsap8-hue3-tiam3,雜貨店,67,,
tsap8-tsing2,雜種,67,,
tsap8 tam5,雜談,67,,
tsap8 hun7 kau2 hun7,十分當中九分,68,,
tsat,節,68,,
"te7 tsap8 goo7 tsiunn, te7 ji7 tsap8 sann tsat",第十五章，第二十三節,68,,
tsat8,密、擠,68,,
tsau7,找,68,,
tsau3-kha,廚房,68,,
tsau2,跑、走,68,,
tsau2-lai5 tsau2-khi3,跑來跑去,69,,
tsau2-toh--e5,跑堂,69,,
tsau3,亂說、奏,69,,
tsau3,奏（樂器）,69,,
tse3-too7,制度,69,,
tse3-han7,限度,69,,
tse7,多,69,,
tse7,坐,70,,
tse3-tai5,祭台,70,,
tse3-i tu5,祭衣廚,70,,
tse3-i king,祭衣間,70,,
tse2-hu,姐夫,70,,
tse3-too5,製圖,70,,
bi2-kok tse3,美國製,70,,
tse,這,70,,
tse5,齊,70,,
tse3,債、負債,70,tse3-bu7,hu7-tse3
tse3-tsu2,債主,71,,
tsik-huat8,責罰,71,,
tsik-jim7,責任,71,,
tsij-pi7,遣責、責備,71,,
tsik-si5,即時,72,,
tsik-si2,即死,72,,
tsik-tai5,燭台,72,,
a-tsik,叔父,72,,
a-tsim2,叔母、嬸母,72,,
tsik-peh hiann-ti7,堂兄弟,72,,
tsik-peh tsi2-mue7,堂姊妹,72,,
tsing,鐘,72,,
tsing5,前,72,,
tsing5-bin7,前面,73,,
ti7 tsing5-bin7,在前面,73,,
tsing3,種植,73,,
tsing3-ki3,證據,73,tsing3-kinn3,
tsing3-thau5,疾病、病狀,73,,
tsing3-hu2,政府,73,,
tiong-hua5 bin5-kok tsing3-hu2,中華民國政府,73,,
tai5-uan5 sing2 tsing3-hu2,台灣省政府,74,,
sing2,省,75,,
Sing2 Tsing3-hu2,省政府,75,,
Sing2 Tsu2-sik,省主席,75,,
tshi7 (Sing2 Hat tshi7),市（省轄市）,75,,
Tshi7 Tsing3-hu2,市政府,75,,
Tshi7 Tiunn2,市長,75,,
kuan7,縣,75,,
Kuan7 Tsing3-hu2,縣政府,75,,
Kuan7 Tiunn2,縣長,75,,
khu,區,75,,
Khu Kong-soo2,區公所,75,,
Khu Tiunn2,區長,75,,
tshi7 (Kuan7 Hat Tshi7),市（縣轄市）,75,,
Tshi7 Kong-soo2,市公所,75,,
Tshi7 tiunn2,市長,75,,
tin3,鎮,75,,
Tin3 Kong-soo2,鎮公所,75,,
Tin3 Tiunn2,鎮長,75,,
hiong,鄉,75,,
Hiong Kong-soo2,鄉公所,75,,
Hiong Tiunn2,鄉長,75,,
li2,里,75,,
Li2 Pan7-kong-tshu3,里辦公處,75,,
Li2 Tiunn2,里長,75,,
tshuan,村,75,,
Tshuan Pan7-kong-tshu3,村辦公處,75,,
Tshuan Tiunn2,村長,75,,
sing2 tsing3-hu2,省政府,76,,
tshi7 tsing3-hu2,市政府,76,,
kuan7 tsing3-hu2,縣政府,76,,
tsing7,靜,77,,
tsing2,腫,77,,
tsing3-bing5,證明,77,,
tsing3-bing5-su,證明書,78,,
tsing3-lang5,眾人,78,,
tsing2-tsi2,種子,78,,
ia7 tsing2-tsi2,播種子,78,,
tsing-sinn,畜牲、家畜,78,,
tsing-sin5,精神,78,,
tsing-sin5-pinn7,精神病,79,,
tsha5,柴、木料,79,,
tsha2,喧噪、騷擾、吵鬧,79,,
tsha,差,79,,
tsha-put-to,差不多,79,,
tsha bo5 lua7 tse7,差不多,79,,
tsha2,炒,80,,
tsha5,調查,80,tiau5-tsa,
tshai3,菜,80,,
tsha3-tsi2,菜的種子,80,,
tshai3-tshi7-a2,市場,80,,
tshai,猜,80,,
tshai5-hong5-sai-hu7,裁縫師,81,,
tshai2-iong7,採用,81,,
tsham,和、加、含,81,ham5,
tsham,加,81,,
tsham-siong5,商量,81,,
tsham-kuan,參觀,82,,
tsham-ka,參加,82,,
tsham2,慘,82,,
tsham-kho2,參考,82,tsham-khoo2,
hoo7 li2 tso3 tsham-kho2,給你做參考,82,,
tsham-kho2-su,參考書,82,,
tsham-kho2 sing3-king,參考聖經,83,,
tshan5,田,83,,
tso3 tshan5,耕作,83,,
tso3 tshan5-lang5,農夫,83,,
poo3-tshang5,插秧,83,,
tshan5 tsng,鄉下,83,,
tshan5-tsng song5,土包子,83,tshan5-tsng song3,
tshan5-tsng-lang5,鄉下人,83,,
tshan5-tsng e5 soo2-tsai7,鄉下地方、在鄉下,83,,
tshang3,隱匿、藏,84,,
tshang-a2,葱,84,,
tshang-thau5,洋蔥,84,,
tshap,干涉,84,,
tshat,塗料、油漆、塗抹,84,,
tshat8-la2,賊,85,,
tshau,抄,85,,
tshau3,臭,85,,
tshau3-hinn7 lang5,聾人、聾,85,,
tshau2,草,85,,
so-tshau2,除草,85,,
kuah-tshau2,割草,85,,
tshau3-ta,燒焦,85,,
tshau3-hue2-hun,燒焦,85,,
tshau,鈔,86,,
bi2-tshau,美鈔,86,,
tshau2-te7-lang5,土包子,86,,
tshau3-uan5,臭丸（除虫用）,86,,
tshau2-poo-a2,草地,86,,
tshau3-phui3,屁,86,phui3,
pang3-phui3,放屁,86,,
tshe,初,86,,
tshe,差遣,87,,
tshe3,脆、易碎的,87,,
tshe,妻,87,,
tshe3-soo2,廁所,87,,
tshe5-a2,鞭子、笞,87,,
tshenn,青、藍,88,,
tshenn,青、藍,88,tshinn,
tshenn-me5,盲目,88,tshenn-mi5,
tshenn,星,88,,
tshenn-tshau,盛餐,88,tshe-tshau,
tsheh,書、冊,88,,
tsheh tiam3,書店,89,,
tsheh tu5,書櫥,89,,
tsheh ke3,書架,89,,
tsheh,憎恨、嫌惡,89,giam2,
tshik-a2,稻穀,89,,
tshik-tsing2,稻種,89,,
ia7 tshik-tsing2,播稻種,89,,
phak8-tshik,晒穀,89,,
tshik-liong7,測量,89,,
tshing7,穿,90,,
tshing,清洗、清算,90,,
tshing kau-a2,清掃水溝,90,,
tshing siau3,清算帳目,90,,
tshing-khi3,乾淨,90,,
tshing,千,90,,
tshing-tsui2,清水,90,,
tshing-tsho2,清楚,90,,
tshing,澄清,90,,
tshing2,拂去⋯⋯的塵埃,91,,
ke-moo5-tshing2,雞毛拂子,91,ke-mng5-tshing2,
tshing2,請,91,sin-tshing2,
tshing2-ka2,請假,91,,
tshing2-an,請安、問候,92,,
tshing2-kau3,請教,92,,
tshing3-phinn7,醒鼻涕,92,,
tshing3-phinn7,小銃、小鎗,92,,
phah-tshing3,放鎗,92,,
tshiu2-tshing3,手鎗（連發）,92,,
tshi,舖,92,,
tshi,孑孓,93,,
tshi7,市,93,,
tai5-tiong tshi7,台中市,93,,
tsiong-hua3 tshi7,彰化市,93,,
tshi7 tsing3-hu2,市政府,93,,
tshi7-tiunn2,市長,93,,
tshi7,餵,93,,
tshi3,試,94,,
tshi3-giam7,考試、試驗,94,,
tshi3,刺,94,,
tshi3-kue,胡瓜,94,,
tshi7-ke3,市價,94,,
tshi7-lai7,室內,95,,
tshi7-ing5 e5 bah-suh,市營公共汽車,95,,
tshi3-kik8,刺戟,95,,
tshinn-mi5,瞎子、瞎眼,95,tshenn-me5,
tshinn,新鮮、生,95,,
tshinn,青、星,96,,
tshinn-hi5,鮮魚,96,,
tshinn-tshai3,青菜,96,,
tshia,車子,96,,
khi3-tshia,汽車,96,,
gu5-tshia,牛車,96,,
hue2-tshia,火車,96,,
sann-lian2-tshia,三輪車,96,,
hui-khuai3-tshia,飛快車,96,,
tui3-ho7-tshia,對號車,96,,
tshia phio3,車票,96,,
tshia-khoo3,車庫,96,,
tshia,推,97,,
tshia-to2,推覆、推翻,97,,
tshia,縫紉,97,,
tshiann2,請,97,,
tshiann2,請,97,,
tshiann2 lang5-kheh,請客,97,,
tshiann2-thiap,請帖,97,,
tshiann3,雇用,98,,
tshiah,棕色,98,,
tshiah gu5,黃牛,98,,
tshiah,編織,98,,
tshiah-kui2,赤鬼、赤魔,98,,
tshiah-hua3,赤化,98,,
tshiah tsa-boo2,悍婦,98,,
tshiah hiat-kiu5,赤血球,98,,
tshiah-sip8-ji7,赤十字（紅十字）,99,ang5-sip8-ji7,
tshiah sip8-ji7 pinn7-inn7,赤十字病院,99,,
tshiam2,刺叉,99,,
tshiam2-ma2,叉子,99,,
tshiam,簽,99,,
tshiam-mia5,簽名,99,,
tshiam,籤,100,,
thiu tshiam,抽籤,100,,
tshian2,淺,100,,
tshian-tshiu,鞦韆,100,,
hainn3 tshian-tshiu,盪鞦韆,100,,
tshian-ban7 m7-thang,千萬不可,100,,
tshian5,延擱,100,,
tshiat,切,100,,
tshiat-bah,切肉,101,,
tshiat-tshai3,切菜,101,,
tshih8 hong-khim5,彈風琴,101,,
tshim,深,101,,
tshim-suann,深山,101,,
tshim-hai2,深海,101,,
tshim-sin3,深信,101,,
tshim-tshim,深深,101,,
tshim-tsiam3,侵佔,102,,
tshin3-tshai2,隨便,102,,
tshin-tshiunn7,好像,102,,
tshin3-tshai2,衡量、稱,102,,
tshin3-a2,秤（杆）,102,,
tshin-tsiann5,姻親,102,,
tshin-tsok8,親族,102,,
tshin-tshik,親戚,103,,
tshin-lip8,親立,103,,
tshin-tshiu2 tso3,親手做,103,,
tshin-pit,親筆,103,tshiu2-pit,
tshin-tshiat,親切,103,,
tshin-ai3 e5,親愛的,104,,
tshin-sinn-kiann2,親生子,104,,
tshin hiann-ti7,親兄弟,104,,
tshin-sin,親自,104,,
tshin-bak8,親眼,104,,
tshio3,笑,105,,
